step	mu	sigma
4850	0.536652	0.599623
4851	0.809265	0.883579
4852	0.918626	0.627587
4853	0.918626	0.627587
4854	0.918626	0.627587
4855	0.918626	0.627587
4856	0.700066	0.87333
4857	0.69295	0.721814
4858	0.69295	0.721814
4859	0.69295	0.721814
4860	0.618142	0.893227
4861	0.370785	0.862476
4862	0.370785	0.862476
4863	0.544855	1.07626
4864	0.544855	1.07626
4865	0.276613	1.26146
4866	0.276613	1.26146
4867	0.0990105	1.27587
4868	0.265948	1.34951
4869	0.0696196	1.39219
4870	0.0696196	1.39219
4871	0.0604449	0.892911
4872	0.312035	0.832051
4873	0.0381823	1.00741
4874	0.0381823	1.00741
4875	0.372308	0.522257
4876	0.606297	0.590847
4877	0.163432	1.0381
4878	0.163432	1.0381
4879	0.354899	0.620296
4880	0.262611	1.00088
4881	0.54942	1.05682
4882	0.54942	1.05682
4883	0.54942	1.05682
4884	0.942305	0.578435
4885	0.942305	0.578435
4886	0.942305	0.578435
4887	0.942305	0.578435
4888	0.942305	0.578435
4889	0.942305	0.578435
4890	0.942305	0.578435
4891	0.74448	0.501771
4892	0.960843	0.415699
4893	0.960843	0.415699
4894	0.877655	0.879429
4895	0.448778	0.761124
4896	0.448778	0.761124
4897	0.448778	0.761124
4898	0.478525	0.785609
4899	0.014756	1.14752
4900	0.339295	1.09481
4901	0.339295	1.09481
4902	0.339295	1.09481
4903	0.67598	0.946631
4904	0.890531	0.751398
4905	0.568073	0.765635
4906	0.919744	0.599977
4907	0.919744	0.599977
4908	0.919744	0.599977
4909	0.558321	0.536803
4910	0.558321	0.536803
4911	0.828637	0.625617
4912	0.802337	0.494314
4913	0.802337	0.494314
4914	0.330411	0.72056
4915	0.330411	0.72056
4916	0.330411	0.72056
4917	0.656367	0.761602
4918	0.656367	0.761602
4919	0.656367	0.761602
4920	0.656367	0.761602
4921	0.315459	1.13198
4922	0.315459	1.13198
4923	0.315459	1.13198
4924	0.186343	0.70248
4925	0.186343	0.70248
4926	0.186343	0.70248
4927	0.333075	0.742949
4928	0.147333	1.22305
4929	0.147333	1.22305
4930	0.147333	1.22305
4931	0.00132308	1.33704
4932	0.0294282	1.43684
4933	0.0294282	1.43684
4934	0.370312	1.15176
4935	0.64948	1.05448
4936	0.64948	1.05448
4937	0.23178	0.805194
4938	0.67442	0.96478
4939	0.312684	1.10218
4940	0.195598	1.25372
4941	0.195598	1.25372
4942	0.646265	0.776432
4943	0.646265	0.776432
4944	0.706352	0.728213
4945	0.706352	0.728213
4946	0.536985	1.0169
4947	0.679125	0.836809
4948	0.679125	0.836809
4949	1.16551	0.605591
4950	1.16551	0.605591
4951	1.18937	0.851588
4952	1.18937	0.851588
4953	1.00376	0.827107
4954	1.00607	0.916204
4955	1.00607	0.916204
4956	1.31833	0.762727
4957	1.06105	1.22042
4958	0.668719	1.52964
4959	0.668719	1.52964
4960	0.668719	1.52964
4961	0.834906	1.23349
4962	0.834906	1.23349
4963	0.658485	0.814766
4964	0.658485	0.814766
4965	0.337317	0.887639
4966	0.198252	0.751984
4967	0.262112	1.05216
4968	0.168171	1.21893
4969	0.168171	1.21893
4970	0.168171	1.21893
4971	0.284057	1.09104
4972	0.284057	1.09104
4973	0.508743	1.23834
4974	0.508743	1.23834
4975	0.0097783	1.05791
4976	0.222788	0.837002
4977	0.113311	0.645233
4978	0.113311	0.645233
4979	0.251635	0.722606
4980	0.313759	0.527487
4981	0.238242	0.6215
4982	0.129741	0.555948
4983	0.129741	0.555948
4984	0.177185	1.00984
4985	0.464144	0.562401
4986	0.897346	0.925749
4987	0.92297	1.20306
4988	0.92297	1.20306
4989	0.92297	1.20306
4990	0.92297	1.20306
4991	0.607507	1.0371
4992	0.607507	1.0371
4993	0.607507	1.0371
4994	0.635845	0.781561
4995	0.87693	1.07253
4996	0.423341	1.03551
4997	0.422303	0.67
4998	0.0589725	0.516066
4999	0.438543	0.446249
5000	0.0313341	0.441089
5001	0.0313341	0.441089
5002	0.303714	0.536301
5003	0.417981	0.831357
5004	0.353471	0.537465
5005	0.101181	0.763743
5006	0.101181	0.763743
5007	0.448994	0.652349
5008	0.591707	0.788681
5009	0.152237	0.887144
5010	0.0286286	0.670422
5011	0.44231	0.733687
5012	0.464318	0.366858
5013	0.464318	0.366858
5014	0.464318	0.366858
5015	0.464318	0.366858
5016	0.464318	0.366858
5017	0.464318	0.366858
5018	0.464318	0.366858
5019	0.464318	0.366858
5020	0.606173	0.77941
5021	0.606173	0.77941
5022	0.606173	0.77941
5023	0.59745	0.979375
5024	0.59745	0.979375
5025	0.59745	0.979375
5026	0.608006	0.771469
5027	0.608006	0.771469
5028	0.651022	0.998423
5029	0.679283	0.928124
5030	0.500874	0.942048
5031	0.734634	0.833248
5032	0.855518	0.397558
5033	0.448203	0.835628
5034	0.581856	0.607432
5035	0.581856	0.607432
5036	0.581856	0.607432
5037	0.211275	0.971306
5038	0.211275	0.971306
5039	0.211275	0.971306
5040	0.211275	0.971306
5041	0.211275	0.971306
5042	0.25654	1.1962
5043	0.25654	1.1962
5044	0.285781	0.91518
5045	0.721751	0.73993
5046	1.03373	0.5585
5047	1.03373	0.5585
5048	1.03373	0.5585
5049	1.03373	0.5585
5050	0.599833	0.512375
5051	0.706599	0.729424
5052	0.390519	0.513951
5053	0.070902	0.866113
5054	0.197298	1.31974
5055	0.575976	1.15651
5056	0.850267	0.866423
5057	0.850267	0.866423
5058	0.484875	0.767759
5059	0.484875	0.767759
5060	0.484875	0.767759
5061	0.568444	0.903907
5062	0.0954972	0.791961
5063	0.178164	0.626682
5064	0.668093	0.628269
5065	0.347486	0.777143
5066	0.347486	0.777143
5067	0.0512995	1.0695
5068	0.0512995	1.0695
5069	0.0916828	0.988325
5070	0.0916828	0.988325
5071	0.0979066	1.32107
5072	0.0979066	1.32107
5073	0.066371	1.22525
5074	0.066371	1.22525
5075	0.168985	1.27336
5076	0.168985	1.27336
5077	0.598786	0.996371
5078	0.241861	0.543796
5079	0.241861	0.543796
5080	0.241861	0.543796
5081	0.241861	0.543796
5082	0.241861	0.543796
5083	0.080882	0.722828
5084	0.472116	1.08276
5085	0.472116	1.08276
5086	0.560969	0.759233
5087	0.560969	0.759233
5088	0.130006	1.25286
5089	0.332422	0.98536
5090	0.332422	0.98536
5091	0.0348467	1.35645
5092	0.419282	0.945049
5093	0.891755	0.677086
5094	0.891755	0.677086
5095	0.891755	0.677086
5096	0.397218	0.529271
5097	0.773642	0.461185
5098	0.773642	0.461185
5099	0.773642	0.461185
5100	0.773642	0.461185
5101	0.838241	0.442851
5102	1.0943	0.792003
5103	0.842745	0.658435
5104	0.842745	0.658435
5105	0.468156	1.06771
5106	0.246452	0.835602
5107	0.0231437	1.22251
5108	0.315946	1.20066
5109	0.315946	1.20066
5110	0.315946	1.20066
5111	0.234135	0.994056
5112	0.492856	1.1643
5113	0.492856	1.1643
5114	0.0046968	1.16805
5115	0.204189	1.24211
5116	0.410371	1.01758
5117	0.740395	0.83725
5118	0.740395	0.83725
5119	0.740395	0.83725
5120	0.713688	0.521969
5121	0.713688	0.521969
5122	0.412647	0.745761
5123	0.907757	0.953372
5124	0.907757	0.953372
5125	0.524654	0.616706
5126	0.598005	0.668064
5127	0.598005	0.668064
5128	0.952788	0.703919
5129	0.952788	0.703919
5130	0.952788	0.703919
5131	0.952788	0.703919
5132	0.952788	0.703919
5133	0.952788	0.703919
5134	0.952788	0.703919
5135	0.952788	0.703919
5136	0.952788	0.703919
5137	0.952788	0.703919
5138	0.952788	0.703919
5139	0.952788	0.703919
5140	0.587228	0.531435
5141	0.587228	0.531435
5142	0.587228	0.531435
5143	0.587228	0.531435
5144	0.651204	0.406356
5145	0.650424	0.552772
5146	0.99452	0.612391
5147	0.984258	0.522446
5148	0.984258	0.522446
5149	1.02299	0.605752
5150	0.560535	0.594914
5151	0.560535	0.594914
5152	0.560535	0.594914
5153	0.560535	0.594914
5154	0.560535	0.594914
5155	0.560535	0.594914
5156	0.633966	0.817981
5157	0.633966	0.817981
5158	0.983222	0.618258
5159	0.983222	0.618258
5160	0.983222	0.618258
5161	0.983222	0.618258
5162	0.983222	0.618258
5163	0.983222	0.618258
5164	0.983222	0.618258
5165	0.983222	0.618258
5166	0.983222	0.618258
5167	0.983222	0.618258
5168	1.11762	0.666912
5169	1.11762	0.666912
5170	1.11762	0.666912
5171	1.11762	0.666912
5172	1.11762	0.666912
5173	1.04381	0.495226
5174	1.05474	0.651995
5175	1.05474	0.651995
5176	1.05474	0.651995
5177	1.05474	0.651995
5178	1.05474	0.651995
5179	1.05474	0.651995
5180	1.05474	0.651995
5181	0.808493	0.723836
5182	0.524391	0.871445
5183	0.764375	1.1342
5184	1.16022	0.796019
5185	0.881539	0.369679
5186	0.890756	0.537733
5187	0.890756	0.537733
5188	0.890756	0.537733
5189	0.890756	0.537733
5190	0.702101	0.856372
5191	1.06954	0.588348
5192	0.819662	0.482737
5193	0.819662	0.482737
5194	0.569866	0.633948
5195	1.04395	0.563509
5196	1.04395	0.563509
5197	1.04395	0.563509
5198	1.04395	0.563509
5199	1.04395	0.563509
5200	1.04395	0.563509
5201	0.742096	0.565065
5202	0.528007	0.934215
5203	0.069569	0.913932
5204	0.069569	0.913932
5205	0.0146216	1.20579
5206	0.0146216	1.20579
5207	0.160084	0.861756
5208	0.160084	0.861756
5209	0.160084	0.861756
5210	0.448008	0.636144
5211	0.448008	0.636144
5212	0.101874	0.950196
5213	0.391102	0.81872
5214	0.0780419	1.22847
5215	0.0780419	1.22847
5216	0.284958	0.818501
5217	0.373326	1.03275
5218	0.602108	0.709603
5219	0.602108	0.709603
5220	0.847935	0.685893
5221	0.554856	1.17355
5222	0.43238	1.15064
5223	0.140407	0.968414
5224	0.311567	1.26649
5225	0.428474	1.13717
5226	0.774154	1.0826
5227	0.622419	0.620143
5228	0.657129	0.643015
5229	0.736796	1.03635
5230	0.736796	1.03635
5231	0.736796	1.03635
5232	0.698611	0.766763
5233	0.423933	1.12117
5234	0.417563	1.43611
5235	0.618713	1.39539
5236	0.618713	1.39539
5237	0.405539	1.16265
5238	0.405539	1.16265
5239	0.405539	1.16265
5240	0.405539	1.16265
5241	0.645636	0.960008
5242	0.171546	1.01848
5243	0.171546	1.01848
5244	0.251923	0.565975
5245	0.251923	0.565975
5246	0.198933	0.758868
5247	0.652311	1.00526
5248	0.418479	0.598234
5249	0.418479	0.598234
5250	0.418479	0.598234
5251	0.61187	0.393562
5252	1.0344	0.438377
5253	1.0344	0.438377
5254	1.0344	0.438377
5255	1.0344	0.438377
5256	1.0344	0.438377
5257	0.615519	0.932383
5258	0.615519	0.932383
5259	0.768372	0.737172
5260	0.768372	0.737172
5261	0.880803	0.549735
5262	0.509026	0.861734
5263	0.509026	0.861734
5264	0.622514	1.11221
5265	0.622514	1.11221
5266	0.266269	1.57247
5267	0.266269	1.57247
5268	0.528151	1.11252
5269	0.528151	1.11252
5270	0.746993	1.09969
5271	0.914676	0.942045
5272	0.694096	0.847783
5273	0.92527	0.921694
5274	0.92527	0.921694
5275	0.772986	1.1327
5276	0.964979	1.03509
5277	1.10979	0.578289
5278	1.10979	0.578289
5279	1.10979	0.578289
5280	0.851239	0.7527
5281	0.851239	0.7527
5282	0.851239	0.7527
5283	0.851239	0.7527
5284	0.851239	0.7527
5285	0.851239	0.7527
5286	0.398956	1.01971
5287	0.398956	1.01971
5288	0.398956	1.01971
5289	0.398956	1.01971
5290	0.398956	1.01971
5291	0.398956	1.01971
5292	0.372202	0.799035
5293	0.839205	0.654816
5294	0.839205	0.654816
5295	0.839205	0.654816
5296	1.07025	0.603326
5297	1.07025	0.603326
5298	1.07025	0.603326
5299	0.908996	0.852829
5300	0.908996	0.852829
5301	0.908996	0.852829
5302	0.908996	0.852829
5303	0.728642	0.562778
5304	0.728642	0.562778
5305	0.666822	0.819779
5306	0.666822	0.819779
5307	0.669188	0.59067
5308	0.669188	0.59067
5309	0.858068	0.837724
5310	0.360913	0.614353
5311	0.592886	0.842305
5312	0.592886	0.842305
5313	0.592886	0.842305
5314	1.00902	0.486668
5315	1.00902	0.486668
5316	1.00902	0.486668
5317	1.00902	0.486668
5318	0.705835	0.7364
5319	0.740716	0.946776
5320	0.740716	0.946776
5321	0.493673	1.01614
5322	0.152759	1.30416
5323	0.347929	1.27493
5324	0.347929	1.27493
5325	0.347929	1.27493
5326	0.561149	1.35916
5327	0.26986	0.994001
5328	0.372497	1.11672
5329	0.372497	1.11672
5330	0.613732	0.696699
5331	0.613732	0.696699
5332	0.613732	0.696699
5333	0.321449	0.933158
5334	0.68608	1.13352
5335	0.632381	0.985907
5336	0.588417	0.501407
5337	0.588417	0.501407
5338	0.623382	0.720282
5339	0.623382	0.720282
5340	0.584765	0.696948
5341	0.321571	0.750679
5342	0.63129	0.85658
5343	0.63129	0.85658
5344	0.63129	0.85658
5345	0.318062	0.390539
5346	0.318062	0.390539
5347	0.622344	0.342511
5348	0.6499	0.306493
5349	0.6499	0.306493
5350	0.52541	0.415817
5351	0.52541	0.415817
5352	0.52541	0.415817
5353	0.52541	0.415817
5354	0.153685	0.408753
5355	0.153685	0.408753
5356	0.0676377	0.436626
5357	0.147525	0.317439
5358	0.147525	0.317439
5359	0.147525	0.317439
5360	0.268539	0.389191
5361	0.268539	0.389191
5362	0.268539	0.389191
5363	0.526696	0.442945
5364	0.56172	0.744895
5365	0.56172	0.744895
5366	0.56172	0.744895
5367	0.537235	0.862419
5368	0.537235	0.862419
5369	0.577852	1.04549
5370	0.577852	1.04549
5371	0.582519	0.9273
5372	0.687705	0.800004
5373	1.09253	0.434679
5374	0.917146	0.478616
5375	0.917146	0.478616
5376	0.917146	0.478616
5377	0.917146	0.478616
5378	1.0924	0.642681
5379	0.600354	0.701316
5380	0.600354	0.701316
5381	0.354177	0.512543
5382	0.571134	0.441837
5383	0.571134	0.441837
5384	0.118306	0.558326
5385	0.170817	0.649686
5386	0.610213	0.96326
5387	0.610213	0.96326
5388	0.427535	1.07263
5389	0.0869612	1.54895
5390	0.0869612	1.54895
5391	0.0869612	1.54895
5392	0.0869612	1.54895
5393	0.0869612	1.54895
5394	0.0869612	1.54895
5395	0.0869612	1.54895
5396	0.0869612	1.54895
5397	0.0869612	1.54895
5398	0.0869612	1.54895
5399	0.21047	1.13702
5400	0.154664	1.08647
5401	0.163917	0.849154
5402	0.163917	0.849154
5403	0.139803	0.693377
5404	0.225767	0.88816
5405	0.0727963	0.660454
5406	0.104442	0.453742
5407	0.442984	0.371313
5408	0.442984	0.371313
5409	0.0501938	0.844337
5410	0.0094394	1.12328
5411	0.176349	0.760347
5412	0.233407	0.991544
5413	0.362691	0.760913
5414	0.362691	0.760913
5415	0.0542166	0.723732
5416	0.295159	1.16469
5417	0.00388051	1.13868
5418	0.227841	0.976781
5419	0.18227	0.879404
5420	0.18227	0.879404
5421	0.18227	0.879404
5422	0.0912499	0.971102
5423	0.0912499	0.971102
5424	0.0912499	0.971102
5425	0.309574	0.908797
5426	0.0364279	0.688258
5427	0.365595	1.10589
5428	0.365595	1.10589
5429	0.072953	0.840705
5430	0.072953	0.840705
5431	0.411246	0.610503
5432	0.308493	0.773853
5433	0.308493	0.773853
5434	0.308493	0.773853
5435	0.130772	1.21726
5436	0.130772	1.21726
5437	0.130772	1.21726
5438	0.130772	1.21726
5439	0.280229	0.85807
5440	0.280229	0.85807
5441	0.648921	1.11337
5442	0.447116	0.679408
5443	0.722819	0.524679
5444	0.807177	0.655525
5445	0.321263	0.409923
5446	0.321263	0.409923
5447	0.744281	0.900107
5448	0.744281	0.900107
5449	1.21334	0.566625
5450	0.736937	1.01482
5451	0.736937	1.01482
5452	0.538494	1.00741
5453	0.193319	1.08524
5454	0.295338	0.793173
5455	0.380183	0.865394
5456	0.380183	0.865394
5457	0.0888472	0.583804
5458	0.172372	0.632508
5459	0.131066	0.755558
5460	0.231613	0.461315
5461	0.231613	0.461315
5462	0.625111	0.529444
5463	0.625111	0.529444
5464	0.852748	0.552685
5465	0.852748	0.552685
5466	1.01761	0.729194
5467	1.01761	0.729194
5468	1.01761	0.729194
5469	1.01761	0.729194
5470	1.01761	0.729194
5471	0.769162	0.826504
5472	0.425284	0.613883
5473	0.00792898	1.05548
5474	0.00792898	1.05548
5475	0.320986	0.743509
5476	0.368002	0.992568
5477	0.535125	0.774382
5478	0.824155	0.80938
5479	0.888619	0.819281
5480	0.888619	0.819281
5481	0.877492	0.45374
5482	0.877492	0.45374
5483	0.452103	0.875515
5484	0.452103	0.875515
5485	0.594057	0.935219
5486	0.594057	0.935219
5487	0.594057	0.935219
5488	0.594057	0.935219
5489	0.594057	0.935219
5490	0.594057	0.935219
5491	0.594057	0.935219
5492	0.876578	0.563738
5493	0.721773	0.825288
5494	1.08433	0.487771
5495	1.08433	0.487771
5496	1.08433	0.487771
5497	1.08433	0.487771
5498	0.885879	0.549259
5499	0.777189	0.934512
5500	0.453356	0.610885
5501	0.310178	0.840328
5502	0.176793	0.816071
5503	0.0225929	1.1199
5504	0.0922017	1.15105
5505	0.0922017	1.15105
5506	0.0922017	1.15105
5507	0.328633	0.814099
5508	0.827369	1.07343
5509	0.827369	1.07343
5510	0.827369	1.07343
5511	0.827369	1.07343
5512	0.584936	0.904736
5513	0.960108	0.777893
5514	0.682044	0.407551
5515	0.682044	0.407551
5516	0.864255	0.877705
5517	0.833207	1.06741
5518	0.833207	1.06741
5519	1.13158	0.752739
5520	1.13158	0.752739
5521	1.13158	0.752739
5522	0.659666	0.845948
5523	0.192687	0.400427
5524	0.452952	0.639405
5525	0.575863	1.06621
5526	0.575863	1.06621
5527	0.91002	1.28447
5528	0.92229	1.21006
5529	0.92229	1.21006
5530	0.92229	1.21006
5531	0.92229	1.21006
5532	0.850291	0.84541
5533	0.95763	0.519146
5534	0.95763	0.519146
5535	0.95763	0.519146
5536	0.95763	0.519146
5537	0.95763	0.519146
5538	0.95763	0.519146
5539	0.82625	0.918496
5540	1.01818	0.822099
5541	1.01818	0.822099
5542	1.01818	0.822099
5543	1.23617	0.663187
5544	1.23617	0.663187
5545	1.23617	0.663187
5546	0.957105	0.609817
5547	0.684595	0.495206
5548	0.684595	0.495206
5549	0.537355	0.732753
5550	1.02685	0.67944
5551	1.02685	0.67944
5552	1.02685	0.67944
5553	1.02685	0.67944
5554	1.02685	0.67944
5555	1.02685	0.67944
5556	1.02685	0.67944
5557	1.02685	0.67944
5558	1.02685	0.67944
5559	0.848645	0.591224
5560	0.848645	0.591224
5561	0.848645	0.591224
5562	0.685587	0.668862
5563	0.334161	0.432335
5564	0.758766	0.375813
5565	0.758766	0.375813
5566	0.617086	0.531276
5567	0.958034	0.62746
5568	0.885765	0.551583
5569	1.17266	0.445677
5570	1.17266	0.445677
5571	1.17266	0.445677
5572	1.17266	0.445677
5573	1.17266	0.445677
5574	1.17266	0.445677
5575	1.17266	0.445677
5576	1.17266	0.445677
5577	1.17266	0.445677
5578	1.17266	0.445677
5579	0.888188	0.386432
5580	0.537147	0.383296
5581	0.546346	0.480419
5582	0.513154	0.73634
5583	0.703325	0.463863
5584	0.703325	0.463863
5585	1.11273	0.406586
5586	1.26751	0.499072
5587	1.26751	0.499072
5588	1.12726	0.464882
5589	0.971864	0.859317
5590	1.14389	0.553459
5591	1.14389	0.553459
5592	1.14389	0.553459
5593	0.884296	0.543303
5594	0.884296	0.543303
5595	0.964568	0.91726
5596	0.78204	0.69419
5597	0.78204	0.69419
5598	0.78204	0.69419
5599	0.78204	0.69419
5600	0.78204	0.69419
5601	0.427836	0.93394
5602	0.427836	0.93394
5603	0.00878291	1.03783
5604	0.3119	1.02632
5605	0.3119	1.02632
5606	0.3119	1.02632
5607	0.11321	1.00483
5608	0.238488	1.28885
5609	0.238488	1.28885
5610	0.238488	1.28885
5611	0.49452	1.2816
5612	0.461247	0.783893
5613	0.583511	0.634054
5614	0.585526	0.613324
5615	0.585526	0.613324
5616	0.40693	0.816478
5617	0.823295	0.46606
5618	0.823295	0.46606
5619	0.823295	0.46606
5620	0.823295	0.46606
5621	0.845556	0.923276
5622	0.535549	0.907285
5623	0.535549	0.907285
5624	0.917368	0.920709
5625	0.917368	0.920709
5626	0.917368	0.920709
5627	0.58546	1.04664
5628	0.288128	1.40173
5629	0.288128	1.40173
5630	0.672571	0.923588
5631	0.54937	0.438977
5632	1.04922	0.447128
5633	1.04922	0.447128
5634	1.04922	0.447128
5635	1.04922	0.447128
5636	0.580881	0.74685
5637	0.580881	0.74685
5638	0.256942	0.610929
5639	0.309455	0.564635
5640	0.309455	0.564635
5641	0.309455	0.564635
5642	0.309455	0.564635
5643	0.433503	0.496071
5644	0.433503	0.496071
5645	0.433503	0.496071
5646	0.433503	0.496071
5647	0.0316829	0.533143
5648	0.0316829	0.533143
5649	0.195345	0.432849
5650	0.195345	0.432849
5651	0.0648516	0.661829
5652	0.106383	0.923166
5653	0.106383	0.923166
5654	0.106383	0.923166
5655	0.106383	0.923166
5656	0.106383	0.923166
5657	0.106383	0.923166
5658	0.106383	0.923166
5659	0.380354	0.901699
5660	0.548242	0.743721
5661	0.406275	0.894267
5662	0.406275	0.894267
5663	0.0237158	0.602796
5664	0.0237158	0.602796
5665	0.0237158	0.602796
5666	0.0237158	0.602796
5667	0.332685	0.828415
5668	0.709748	0.566651
5669	0.709748	0.566651
5670	0.709748	0.566651
5671	0.709748	0.566651
5672	0.887629	0.623946
5673	0.887629	0.623946
5674	0.887629	0.623946
5675	0.887629	0.623946
5676	0.887629	0.623946
5677	0.887629	0.623946
5678	0.887629	0.623946
5679	0.887629	0.623946
5680	0.887629	0.623946
5681	0.887629	0.623946
5682	0.887629	0.623946
5683	0.600004	0.991937
5684	0.275663	0.971601
5685	0.543763	1.1871
5686	0.0551243	0.735807
5687	0.0173707	0.984451
5688	0.0173707	0.984451
5689	0.0713874	1.18876
5690	0.00177295	1.41474
5691	0.00177295	1.41474
5692	0.00177295	1.41474
5693	0.346016	0.979724
5694	0.734855	0.842713
5695	0.734855	0.842713
5696	0.569138	0.438078
5697	0.569138	0.438078
5698	0.569138	0.438078
5699	0.569138	0.438078
5700	0.569138	0.438078
5701	0.950804	0.711255
5702	0.950804	0.711255
5703	0.950804	0.711255
5704	0.581706	0.91276
5705	0.504357	0.865372
5706	0.56768	0.634419
5707	0.56768	0.634419
5708	0.232384	0.580284
5709	0.245253	1.05324
5710	0.0241737	1.04667
5711	0.0241737	1.04667
5712	0.0241737	1.04667
5713	0.0241737	1.04667
5714	0.378664	0.717346
5715	0.37656	1.21414
5716	0.37656	1.21414
5717	0.362417	1.00375
5718	0.362417	1.00375
5719	0.0102385	0.611919
5720	0.179297	1.05301
5721	0.214389	1.16043
5722	0.169477	0.691613
5723	0.325094	0.758768
5724	0.637584	0.674848
5725	0.637584	0.674848
5726	0.637584	0.674848
5727	0.3028	0.970751
5728	0.124432	0.667979
5729	0.282245	0.639095
5730	0.679252	0.618977
5731	0.679252	0.618977
5732	0.679252	0.618977
5733	0.193893	0.98983
5734	0.344528	0.709407
5735	0.0544431	0.646172
5736	0.00264447	0.670506
5737	0.140869	1.14572
5738	0.214893	0.778676
5739	0.0731417	1.14247
5740	0.169775	0.730584
5741	0.438686	0.394991
5742	0.438686	0.394991
5743	0.438686	0.394991
5744	0.438686	0.394991
5745	0.438686	0.394991
5746	0.438686	0.394991
5747	0.103335	0.583841
5748	0.0205811	0.859252
5749	0.0222719	0.968719
5750	0.213279	0.76659
5751	0.262742	1.20741
5752	0.106559	1.43265
5753	0.326218	0.989154
5754	0.0578417	1.09264
5755	0.0578417	1.09264
5756	0.372404	0.931919
5757	0.040237	1.12155
5758	0.040237	1.12155
5759	0.328629	0.949177
5760	0.328629	0.949177
5761	0.179982	0.800047
5762	0.141374	1.13092
5763	0.22989	1.11827
5764	0.22989	1.11827
5765	0.444574	0.903447
5766	0.444574	0.903447
5767	0.171759	0.648935
5768	0.324886	0.564729
5769	0.662904	0.986554
5770	0.662904	0.986554
5771	0.323034	1.1066
5772	0.323034	1.1066
5773	0.657092	0.888308
5774	0.224575	1.08465
5775	0.247806	0.963474
5776	0.172727	1.09296
5777	0.417919	1.17349
5778	0.417919	1.17349
5779	0.417919	1.17349
5780	0.600318	1.17232
5781	0.591694	0.893093
5782	0.757551	0.769365
5783	0.757551	0.769365
5784	0.392086	1.0319
5785	0.551209	0.593126
5786	0.884973	0.917701
5787	0.884973	0.917701
5788	0.903936	0.64988
5789	0.46817	0.943004
5790	0.46817	0.943004
5791	0.46817	0.943004
5792	0.839919	0.757286
5793	0.839919	0.757286
5794	0.96464	0.512558
5795	0.96464	0.512558
5796	1.19985	0.586214
5797	0.860124	0.965297
5798	0.860124	0.965297
5799	0.860124	0.965297
5800	0.562921	0.624297
5801	0.562921	0.624297
5802	0.17197	1.05587
5803	0.17197	1.05587
5804	0.387111	1.13726
5805	0.387111	1.13726
5806	0.721907	1.00384
5807	0.824143	1.15295
5808	0.513558	0.921845
5809	0.868843	0.874459
5810	0.868843	0.874459
5811	0.868843	0.874459
5812	0.682549	1.18139
5813	0.682549	1.18139
5814	1.01134	0.838825
5815	1.01134	0.838825
5816	1.01134	0.838825
5817	1.01134	0.838825
5818	1.01134	0.838825
5819	1.01134	0.838825
5820	1.10282	0.772002
5821	0.900501	0.689691
5822	0.900501	0.689691
5823	0.900501	0.689691
5824	0.469367	0.569573
5825	0.76315	0.975154
5826	0.622748	0.602096
5827	0.525936	0.786398
5828	0.466963	0.72126
5829	0.588123	1.09332
5830	0.359422	0.862167
5831	0.456142	0.705931
5832	0.456142	0.705931
5833	0.869338	0.714537
5834	0.869338	0.714537
5835	0.869338	0.714537
5836	0.578635	0.748342
5837	0.460685	0.639231
5838	0.315553	0.840204
5839	0.315553	0.840204
5840	0.00726868	0.781519
5841	0.461198	0.635529
5842	0.788351	0.582881
5843	0.788351	0.582881
5844	0.456397	0.938458
5845	0.456397	0.938458
5846	0.456397	0.938458
5847	0.655864	0.72828
5848	0.655864	0.72828
5849	0.655864	0.72828
5850	0.655864	0.72828
5851	0.601658	0.63297
5852	0.721947	0.52469
5853	0.747387	0.471427
5854	0.609636	0.548067
5855	0.636072	0.731709
5856	0.636072	0.731709
5857	0.636072	0.731709
5858	0.652083	0.84197
5859	0.159624	0.649951
5860	0.213109	0.781282
5861	0.318504	0.671415
5862	0.684437	1.02193
5863	0.4191	1.08911
5864	0.506144	0.626354
5865	0.506144	0.626354
5866	0.258952	1.12614
5867	0.0938911	1.33057
5868	0.345241	0.87868
5869	0.60468	0.472911
5870	0.612272	0.943149
5871	0.719442	0.813065
5872	0.703433	0.929626
5873	0.703433	0.929626
5874	0.83149	0.658569
5875	0.83149	0.658569
5876	0.581829	0.672293
5877	0.417591	0.888503
5878	0.558442	0.942031
5879	0.893	0.791559
5880	0.893	0.791559
5881	0.491115	0.643602
5882	0.206452	1.08988
5883	0.185576	1.12969
5884	0.268532	0.785337
5885	0.268532	0.785337
5886	0.268532	0.785337
5887	0.0162672	1.09455
5888	0.0162672	1.09455
5889	0.0162672	1.09455
5890	0.424221	0.989588
5891	0.424221	0.989588
5892	0.0837977	1.17692
5893	0.0837977	1.17692
5894	0.0837977	1.17692
5895	0.360802	1.09672
5896	0.0410241	1.01417
5897	0.000600759	0.946752
5898	0.388222	0.932593
5899	0.388222	0.932593
5900	0.388222	0.932593
5901	0.388222	0.932593
5902	0.388222	0.932593
5903	0.213339	1.04519
5904	0.026364	1.1353
5905	0.026364	1.1353
5906	0.026364	1.1353
5907	0.026364	1.1353
5908	0.026364	1.1353
5909	0.0751004	1.16961
5910	0.0751004	1.16961
5911	0.344168	0.692295
5912	0.344168	0.692295
5913	0.344168	0.692295
5914	0.114204	1.00506
5915	0.114204	1.00506
5916	0.114204	1.00506
5917	0.0993886	0.571803
5918	0.0993886	0.571803
