step	mu	sigma
5919	0.120265	0.735366
5920	0.0089983	0.809057
5921	0.190336	0.674333
5922	0.0424499	0.76981
5923	0.0424499	0.76981
5924	0.418161	1.13407
5925	0.418161	1.13407
5926	0.0506117	0.85164
5927	0.0506117	0.85164
5928	0.182993	0.878206
5929	0.182993	0.878206
5930	0.237995	0.927288
5931	0.552157	1.16952
5932	0.552157	1.16952
5933	0.314912	1.2553
5934	0.349529	1.25934
5935	0.0422586	1.14187
5936	0.503515	0.925847
5937	0.503515	0.925847
5938	0.503515	0.925847
5939	0.519453	0.668168
5940	0.519453	0.668168
5941	0.814864	0.954026
5942	0.514666	1.04038
5943	0.514666	1.04038
5944	0.514666	1.04038
5945	0.337693	1.06695
5946	0.502781	0.954416
5947	0.502781	0.954416
5948	0.0756434	1.24757
5949	0.115077	1.10369
5950	0.00364176	0.618067
5951	0.485676	1.01739
5952	0.264934	0.977471
5953	0.264934	0.977471
5954	0.264934	0.977471
5955	0.422129	0.58472
5956	0.422129	0.58472
5957	0.0431758	0.618986
5958	0.0431758	0.618986
5959	0.0431758	0.618986
5960	0.188995	1.10615
5961	0.188995	1.10615
5962	0.0913204	0.651318
5963	0.228648	0.864928
5964	0.228648	0.864928
5965	0.617869	0.471615
5966	0.617869	0.471615
5967	1.02719	0.62877
5968	0.835615	0.527816
5969	0.835615	0.527816
5970	0.985365	0.381604
5971	0.985365	0.381604
5972	0.985365	0.381604
5973	0.731968	0.850201
5974	0.731968	0.850201
5975	0.622454	0.824414
5976	0.622454	0.824414
5977	0.622454	0.824414
5978	0.85462	0.736428
5979	0.770473	0.556431
5980	0.770473	0.556431
5981	0.770473	0.556431
5982	0.770473	0.556431
5983	0.782513	0.528109
5984	0.782513	0.528109
5985	0.403865	0.757942
5986	0.403865	0.757942
5987	0.770887	0.712239
5988	0.770887	0.712239
5989	0.770887	0.712239
5990	0.770887	0.712239
5991	0.770887	0.712239
5992	0.770887	0.712239
5993	0.770887	0.712239
5994	0.496406	0.487402
5995	0.496406	0.487402
5996	0.603491	0.617878
5997	0.603491	0.617878
5998	0.704019	0.76267
5999	0.333483	0.830982
6000	0.101812	1.25012
6001	0.407944	0.983519
6002	0.023473	1.38563
6003	0.127785	1.32366
6004	0.127785	1.32366
6005	0.000908659	1.2278
6006	0.324084	0.931776
6007	0.324084	0.931776
6008	0.0950183	1.11837
6009	0.455181	0.912044
6010	0.137486	0.915469
6011	0.137486	0.915469
6012	0.340135	0.905203
6013	0.340135	0.905203
6014	0.310388	1.0421
6015	0.310388	1.0421
6016	0.310388	1.0421
6017	0.310388	1.0421
6018	0.310388	1.0421
6019	0.310388	1.0421
6020	0.416596	0.64102
6021	0.416596	0.64102
6022	0.416596	0.64102
6023	0.0747329	1.06541
6024	0.364403	0.585531
6025	0.251085	1.07609
6026	0.251085	1.07609
6027	0.0907006	0.665496
6028	0.178026	1.04381
6029	0.178026	1.04381
6030	0.274775	0.880809
6031	0.647515	0.699809
6032	0.647515	0.699809
6033	0.647515	0.699809
6034	0.909109	0.600964
6035	0.632713	0.86086
6036	0.855539	0.677848
6037	0.592608	0.704081
6038	0.720218	0.557355
6039	0.972616	0.900435
6040	0.716905	0.685386
6041	0.328743	0.930871
6042	0.328743	0.930871
6043	0.328743	0.930871
6044	0.328743	0.930871
6045	0.071594	0.929943
6046	0.071594	0.929943
6047	0.453564	0.90537
6048	0.453564	0.90537
6049	0.453564	0.90537
6050	0.453564	0.90537
6051	0.453564	0.90537
6052	0.453564	0.90537
6053	0.281047	1.32491
6054	0.0423858	1.3909
6055	0.288646	1.17593
6056	0.400644	1.07876
6057	0.0344512	0.805578
6058	0.0344512	0.805578
6059	0.156731	1.23919
6060	0.645062	0.896634
6061	0.394087	0.635374
6062	0.394087	0.635374
6063	0.571938	0.35259
6064	0.481435	0.361312
6065	0.655637	0.827991
6066	0.355464	1.18781
6067	0.355464	1.18781
6068	0.355464	1.18781
6069	0.1787	1.28653
6070	0.248507	1.16271
6071	0.185311	0.807528
6072	0.283427	1.16749
6073	0.0151502	0.91987
6074	0.152038	1.08858
6075	0.401201	1.33706
6076	0.481441	1.05476
6077	0.579552	1.28882
6078	0.579552	1.28882
6079	0.818885	1.05253
6080	1.10778	0.6848
6081	1.12631	0.581269
6082	1.12631	0.581269
6083	0.708506	0.873519
6084	0.89603	0.543413
6085	0.787997	0.847792
6086	0.787997	0.847792
6087	0.475207	0.398337
6088	0.475207	0.398337
6089	0.249557	0.612138
6090	0.116831	0.92864
6091	0.231117	1.26178
6092	0.102486	1.02953
6093	0.52813	0.663326
6094	0.52813	0.663326
6095	0.754291	0.990354
6096	0.695089	0.908175
6097	0.634566	0.771924
6098	0.634566	0.771924
6099	0.429289	0.872691
6100	0.429289	0.872691
6101	0.429289	0.872691
6102	0.310043	1.13054
6103	0.501629	1.11883
6104	0.207575	0.719282
6105	0.677648	0.912387
6106	0.677648	0.912387
6107	0.677648	0.912387
6108	0.425065	0.65544
6109	0.464264	0.892652
6110	0.886825	0.602466
6111	0.886825	0.602466
6112	0.886825	0.602466
6113	0.886825	0.602466
6114	0.743122	0.843592
6115	0.667467	0.715163
6116	0.69279	0.930364
6117	0.69279	0.930364
6118	0.314789	0.643086
6119	0.314789	0.643086
6120	0.3046	0.830646
6121	0.682197	1.06311
6122	0.682197	1.06311
6123	0.682197	1.06311
6124	0.682197	1.06311
6125	0.211505	0.7537
6126	0.523285	0.635771
6127	0.523285	0.635771
6128	0.244111	0.515785
6129	0.244111	0.515785
6130	0.254288	0.867631
6131	0.508756	0.806938
6132	0.508756	0.806938
6133	0.508756	0.806938
6134	0.508756	0.806938
6135	0.724168	0.788043
6136	0.724168	0.788043
6137	0.46238	1.00618
6138	0.327352	1.16283
6139	0.0744876	0.90836
6140	0.0744876	0.90836
6141	0.207431	1.24334
6142	0.141847	0.930424
6143	0.141847	0.930424
6144	0.141847	0.930424
6145	0.514943	0.642636
6146	0.514943	0.642636
6147	0.187518	0.633376
6148	0.402224	0.91571
6149	0.402224	0.91571
6150	0.402224	0.91571
6151	0.666425	0.508335
6152	0.272761	0.951991
6153	0.392525	0.791446
6154	0.392525	0.791446
6155	0.392525	0.791446
6156	0.392525	0.791446
6157	0.374897	0.332601
6158	0.249137	0.40057
6159	0.249137	0.40057
6160	0.249137	0.40057
6161	0.249137	0.40057
6162	0.0469459	0.649013
6163	0.43187	0.97866
6164	0.553698	0.776547
6165	0.553698	0.776547
6166	0.984025	0.646504
6167	0.984025	0.646504
6168	0.984025	0.646504
6169	0.795258	0.730319
6170	0.795258	0.730319
6171	0.640951	0.782016
6172	0.640951	0.782016
6173	0.640951	0.782016
6174	1.06573	0.475606
6175	0.706541	0.910353
6176	0.706541	0.910353
6177	0.706541	0.910353
6178	0.359273	0.865079
6179	0.520593	0.795712
6180	0.520593	0.795712
6181	0.654452	0.809714
6182	0.629616	0.464428
6183	0.779706	0.69165
6184	0.779706	0.69165
6185	0.779706	0.69165
6186	0.545268	0.483016
6187	0.422103	0.895731
6188	0.422103	0.895731
6189	0.0995417	1.27354
6190	0.0995417	1.27354
6191	0.0995417	1.27354
6192	0.0995417	1.27354
6193	0.0995417	1.27354
6194	0.00808846	0.777662
6195	0.00808846	0.777662
6196	0.251366	0.775858
6197	0.251366	0.775858
6198	0.251366	0.775858
6199	0.251366	0.775858
6200	0.170341	1.21726
6201	0.170341	1.21726
6202	0.201739	0.936687
6203	0.244039	0.986808
6204	0.472439	0.609571
6205	0.527764	0.561653
6206	0.527764	0.561653
6207	0.527764	0.561653
6208	0.812154	0.930786
6209	0.812154	0.930786
6210	0.812154	0.930786
6211	0.596013	0.635232
6212	0.895486	0.487392
6213	0.566781	0.772849
6214	0.566781	0.772849
6215	0.691281	0.50695
6216	0.691281	0.50695
6217	0.227726	0.904242
6218	0.0336822	0.825076
6219	0.167264	0.720336
6220	0.0160633	1.0744
6221	0.420087	1.00526
6222	0.420087	1.00526
6223	0.420087	1.00526
6224	0.121289	1.12703
6225	0.13202	0.697562
6226	0.0721826	1.1897
6227	0.0721826	1.1897
6228	0.355112	1.03686
6229	0.135494	0.79166
6230	0.219657	0.922039
6231	0.219657	0.922039
6232	0.219657	0.922039
6233	0.50041	0.951673
6234	0.50041	0.951673
6235	0.349108	1.30024
6236	0.2207	1.06599
6237	0.0503583	0.990495
6238	0.0503583	0.990495
6239	0.161934	1.01281
6240	0.414141	0.583442
6241	0.13846	1.07001
6242	0.13846	1.07001
6243	0.13846	1.07001
6244	0.13846	1.07001
6245	0.229656	0.593398
6246	0.617885	0.946288
6247	0.617885	0.946288
6248	0.359936	0.726906
6249	0.359936	0.726906
6250	0.359936	0.726906
6251	0.631583	1.07244
6252	0.690615	0.732585
6253	0.588851	0.858611
6254	0.342313	1.2243
6255	0.342313	1.2243
6256	0.342313	1.2243
6257	0.562169	1.05202
6258	0.562169	1.05202
6259	0.562169	1.05202
6260	0.562169	1.05202
6261	0.562169	1.05202
6262	0.562169	1.05202
6263	0.601737	1.05081
6264	0.506293	0.759523
6265	0.506293	0.759523
6266	0.577596	0.427701
6267	0.577596	0.427701
6268	0.577596	0.427701
6269	0.976737	0.390261
6270	1.13919	0.739995
6271	1.13919	0.739995
6272	1.13919	0.739995
6273	1.13919	0.739995
6274	1.13919	0.739995
6275	0.683292	0.999338
6276	0.38392	0.988388
6277	0.284034	0.683926
6278	0.0620856	0.7892
6279	0.329465	0.620178
6280	0.329465	0.620178
6281	0.136792	0.829371
6282	0.136792	0.829371
6283	0.0960912	1.31129
6284	0.482781	0.842068
6285	0.482781	0.842068
6286	0.935941	0.771574
6287	0.935941	0.771574
6288	0.935941	0.771574
6289	0.935941	0.771574
6290	0.903464	0.623232
6291	0.903464	0.623232
6292	0.508846	1.0426
6293	0.508846	1.0426
6294	0.641976	0.840116
6295	0.464044	0.743219
6296	0.776698	0.614229
6297	0.776698	0.614229
6298	0.776698	0.614229
6299	0.776698	0.614229
6300	0.776698	0.614229
6301	0.776698	0.614229
6302	0.776698	0.614229
6303	0.776698	0.614229
6304	0.776698	0.614229
6305	0.776698	0.614229
6306	0.964334	0.64969
6307	0.952048	0.537465
6308	0.952048	0.537465
6309	0.585861	0.530665
6310	0.883939	0.738024
6311	0.883939	0.738024
6312	0.889221	0.589237
6313	0.692379	0.71471
6314	0.692379	0.71471
6315	0.692379	0.71471
6316	0.692379	0.71471
6317	0.818005	0.539533
6318	0.818005	0.539533
6319	0.818005	0.539533
6320	0.818005	0.539533
6321	0.385156	0.823028
6322	0.385156	0.823028
6323	0.776072	0.731642
6324	0.776072	0.731642
6325	0.776072	0.731642
6326	1.03934	0.731953
6327	1.03934	0.731953
6328	0.813448	0.749325
6329	0.813448	0.749325
6330	0.813448	0.749325
6331	0.663326	0.553708
6332	0.663326	0.553708
6333	0.579479	0.698682
6334	0.579479	0.698682
6335	0.386211	0.467684
6336	0.110803	0.849943
6337	0.353885	0.723073
6338	0.353885	0.723073
6339	0.753624	0.661812
6340	0.89605	0.941464
6341	0.89605	0.941464
6342	0.733848	0.508507
6343	0.733848	0.508507
6344	0.733848	0.508507
6345	0.733848	0.508507
6346	0.733848	0.508507
6347	0.733848	0.508507
6348	0.555324	0.593445
6349	0.555324	0.593445
6350	0.772126	0.96911
6351	0.554684	0.717704
6352	0.955781	0.849449
6353	1.1753	0.532711
6354	1.1753	0.532711
6355	0.858476	0.889858
6356	0.466926	0.900613
6357	0.291117	1.2105
6358	0.291117	1.2105
6359	0.208873	1.53777
6360	0.180985	1.31508
6361	0.300469	0.917199
6362	0.300469	0.917199
6363	0.300469	0.917199
6364	0.593707	0.961154
6365	0.593707	0.961154
6366	0.593707	0.961154
6367	0.593707	0.961154
6368	0.787105	0.690751
6369	0.787105	0.690751
6370	0.787105	0.690751
6371	0.787105	0.690751
6372	0.787105	0.690751
6373	0.787105	0.690751
6374	0.787105	0.690751
6375	0.843562	0.507547
6376	0.549583	0.69013
6377	0.549583	0.69013
6378	0.549583	0.69013
6379	0.686275	0.404345
6380	0.686275	0.404345
6381	0.686275	0.404345
6382	0.686275	0.404345
6383	0.686275	0.404345
6384	0.686275	0.404345
6385	0.686275	0.404345
6386	0.686275	0.404345
6387	1.16545	0.773581
6388	1.16545	0.773581
6389	1.05139	0.364811
6390	1.05139	0.364811
6391	0.944659	0.795218
6392	0.796882	0.790072
6393	0.796882	0.790072
6394	0.796882	0.790072
6395	0.796882	0.790072
6396	0.796882	0.790072
6397	0.890449	0.506423
6398	0.897657	0.834492
6399	0.615724	0.817055
6400	0.469248	0.866455
6401	0.0013323	1.05669
6402	0.241284	0.89562
6403	0.421365	0.68162
6404	0.421365	0.68162
6405	0.421365	0.68162
6406	0.421365	0.68162
6407	0.215652	0.988178
6408	0.215652	0.988178
6409	0.215652	0.988178
6410	0.00242112	0.90827
6411	0.00242112	0.90827
6412	0.00242112	0.90827
6413	0.00242112	0.90827
6414	0.238132	1.26498
6415	0.477689	0.96143
6416	0.477689	0.96143
6417	0.50669	0.800435
6418	0.0638808	0.557448
6419	0.456676	0.93002
6420	0.803344	1.14415
6421	0.443087	1.10825
6422	0.0478657	1.12471
6423	0.191731	1.22942
6424	0.191731	1.22942
6425	0.191731	1.22942
6426	0.655166	0.765426
6427	0.655166	0.765426
6428	0.655166	0.765426
6429	0.536034	0.663396
6430	0.669284	0.437348
6431	0.669284	0.437348
6432	0.669284	0.437348
6433	0.952315	0.756747
6434	0.952315	0.756747
6435	0.952315	0.756747
6436	0.952315	0.756747
6437	0.539075	0.614183
6438	0.509765	1.0887
6439	0.509765	1.0887
6440	0.509765	1.0887
6441	0.775304	0.794861
6442	0.775304	0.794861
6443	0.65293	0.626082
6444	0.65293	0.626082
6445	0.65293	0.626082
6446	0.803107	0.442621
6447	0.803107	0.442621
6448	0.920697	0.448756
6449	0.920697	0.448756
6450	0.920697	0.448756
6451	0.736689	0.47168
6452	0.261891	0.71927
6453	0.635442	0.779565
6454	0.320414	1.18205
6455	0.320414	1.18205
6456	0.759838	0.695839
6457	0.580119	0.65261
6458	0.580119	0.65261
6459	0.580119	0.65261
6460	0.475989	0.828605
6461	0.475989	0.828605
6462	0.475989	0.828605
6463	0.585661	1.03893
6464	1.00577	0.723549
6465	0.665825	0.520827
6466	0.665825	0.520827
6467	0.827554	0.928121
6468	0.609899	0.680748
6469	0.437379	0.890839
6470	0.685854	0.860383
6471	0.421135	0.813706
6472	0.421135	0.813706
6473	0.000314531	0.89392
6474	0.000314531	0.89392
6475	0.283012	0.815715
6476	0.261108	0.897188
6477	0.478225	0.917548
6478	0.478225	0.917548
6479	0.478225	0.917548
6480	0.478225	0.917548
6481	0.0441577	0.765723
6482	0.160671	0.520949
6483	0.57363	0.757982
6484	0.17683	0.885123
6485	0.168349	0.661865
6486	0.103802	0.649397
6487	0.307743	0.531994
6488	0.0660366	0.856565
6489	0.299251	0.890166
6490	0.299251	0.890166
6491	0.299251	0.890166
6492	0.576028	0.774308
6493	0.735417	0.989576
6494	0.735417	0.989576
6495	0.701834	1.06749
6496	0.595797	1.24045
6497	0.112251	1.09238
6498	0.259709	0.738062
6499	0.545858	0.57668
6500	0.545858	0.57668
6501	0.797324	0.922337
6502	0.797324	0.922337
6503	0.624876	0.949143
6504	0.30778	1.15398
6505	0.0191399	1.2599
6506	0.102647	0.911501
6507	0.102647	0.911501
6508	0.0373692	0.969259
6509	0.0373692	0.969259
6510	0.0997476	0.617562
6511	0.308674	0.563533
6512	0.308674	0.563533
6513	0.687072	0.705498
6514	0.687072	0.705498
6515	0.902978	0.423201
6516	1.18414	0.578573
6517	0.958455	0.587583
6518	0.930915	0.525191
6519	0.930915	0.525191
6520	0.930915	0.525191
6521	0.930915	0.525191
6522	1.14192	0.617686
6523	0.734278	0.665192
6524	0.734278	0.665192
6525	0.734278	0.665192
6526	0.734278	0.665192
6527	0.734278	0.665192
6528	0.734278	0.665192
6529	0.734278	0.665192
6530	0.734278	0.665192
6531	0.367322	0.939509
6532	0.0112417	0.981465
6533	0.151839	0.932693
6534	0.151839	0.932693
6535	0.166031	0.567279
6536	0.166031	0.567279
6537	0.42129	1.05415
6538	0.42129	1.05415
6539	0.42129	1.05415
6540	0.0564139	1.07864
6541	0.0564139	1.07864
6542	0.314138	0.972347
6543	0.685496	0.706104
6544	0.685496	0.706104
6545	0.685496	0.706104
6546	0.685496	0.706104
6547	1.00788	0.677173
6548	0.59108	0.937577
6549	0.144585	0.752197
6550	0.144585	0.752197
6551	0.181988	0.996005
6552	0.181988	0.996005
6553	0.148701	0.817532
6554	0.284831	0.849703
6555	0.0502592	0.725246
6556	0.414681	1.00381
6557	0.216318	1.05552
6558	0.216318	1.05552
6559	0.216318	1.05552
6560	0.216318	1.05552
6561	0.216318	1.05552
6562	0.216318	1.05552
6563	0.396876	0.908313
6564	0.347181	0.94156
6565	0.347181	0.94156
6566	0.0914002	0.737815
6567	0.0914002	0.737815
6568	0.0720018	0.853141
6569	0.0720018	0.853141
6570	0.174176	0.790642
6571	0.174176	0.790642
6572	0.284371	0.855868
6573	0.284371	0.855868
6574	0.284371	0.855868
6575	0.286969	0.59418
6576	0.624483	0.384289
6577	1.0132	0.829001
6578	0.74177	0.442792
6579	0.74177	0.442792
6580	0.436889	0.510047
6581	0.736875	0.516035
6582	0.736875	0.516035
6583	0.736875	0.516035
6584	0.736875	0.516035
6585	0.416649	0.721519
6586	0.416649	0.721519
6587	0.910524	0.647525
6588	0.910524	0.647525
6589	0.910524	0.647525
6590	0.707916	0.780592
6591	0.893704	0.443954
6592	0.893704	0.443954
6593	0.893704	0.443954
6594	0.893704	0.443954
6595	0.893704	0.443954
6596	0.893704	0.443954
6597	0.893704	0.443954
6598	0.893704	0.443954
6599	0.906637	0.835266
6600	0.906637	0.835266
6601	0.920113	0.491438
6602	0.920113	0.491438
6603	0.773718	0.752985
6604	0.361432	0.790624
6605	0.707547	0.93415
6606	0.804851	0.632048
6607	0.804851	0.632048
6608	0.804851	0.632048
6609	0.804851	0.632048
6610	0.804851	0.632048
6611	0.362583	1.01809
6612	0.469754	0.963846
6613	0.596247	1.13692
6614	0.596247	1.13692
6615	0.170466	1.24036
6616	0.355853	0.807084
6617	0.355853	0.807084
6618	0.355853	0.807084
6619	0.0224228	1.14748
6620	0.0913536	0.945952
6621	0.0913536	0.945952
6622	0.0913536	0.945952
6623	0.0913536	0.945952
6624	0.575794	0.824278
6625	0.606531	0.680007
6626	0.174107	0.858379
6627	0.174107	0.858379
6628	0.315661	1.12284
6629	0.315661	1.12284
6630	0.144201	0.846156
6631	0.144201	0.846156
6632	0.144201	0.846156
6633	0.269249	0.997203
6634	0.505862	0.604368
6635	0.144868	0.876711
6636	0.536378	1.13677
6637	0.087262	0.752435
6638	0.00908379	0.596383
6639	0.467876	1.07032
6640	0.467876	1.07032
6641	0.655824	1.03458
6642	1.09119	0.539071
6643	1.09119	0.539071
6644	1.1527	0.574076
6645	0.85686	0.709778
6646	0.550324	1.0657
6647	0.550324	1.0657
6648	0.550324	1.0657
6649	0.26803	0.679262
6650	0.515035	1.17396
6651	0.515035	1.17396
6652	0.53962	1.08547
6653	0.416254	0.742022
6654	0.416254	0.742022
6655	0.0420053	0.641164
6656	0.00771889	1.13984
6657	0.158369	0.821541
6658	0.542199	1.05587
6659	0.542199	1.05587
6660	0.5466	0.698097
6661	0.5466	0.698097
6662	0.693678	0.682247
6663	0.693678	0.682247
6664	0.693678	0.682247
6665	0.809169	0.655424
6666	0.809169	0.655424
6667	0.688459	0.69716
6668	0.688459	0.69716
6669	0.688459	0.69716
6670	0.688459	0.69716
6671	0.312807	1.08524
6672	0.312807	1.08524
6673	0.400046	1.24183
6674	0.452609	0.955619
6675	0.452609	0.955619
6676	0.452609	0.955619
6677	0.54577	0.781223
6678	0.54577	0.781223
6679	0.54577	0.781223
6680	0.73433	0.505813
6681	0.73433	0.505813
6682	0.73433	0.505813
6683	0.73433	0.505813
6684	0.73433	0.505813
6685	0.73433	0.505813
6686	1.12905	0.565253
6687	1.12905	0.565253
6688	1.12905	0.565253
6689	1.12905	0.565253
6690	1.12905	0.565253
6691	1.12905	0.565253
6692	1.12905	0.565253
6693	1.12905	0.565253
6694	1.12905	0.565253
6695	1.12905	0.565253
6696	0.687452	0.881541
6697	0.537027	0.683923
6698	0.537027	0.683923
6699	0.734712	0.884436
6700	0.525662	1.12148
6701	0.250525	0.828039
6702	0.250525	0.828039
6703	0.250525	0.828039
6704	0.434763	0.846209
6705	0.196098	0.865944
6706	0.350157	0.494981
6707	0.0627278	0.807121
6708	0.205387	1.03851
6709	0.205387	1.03851
6710	0.205387	1.03851
6711	0.205387	1.03851
6712	0.406621	0.685
6713	0.394222	0.571158
6714	0.394222	0.571158
6715	0.69052	0.521632
6716	0.69052	0.521632
6717	0.325993	0.893842
6718	0.325993	0.893842
6719	0.363249	0.731924
6720	0.363249	0.731924
6721	0.363249	0.731924
6722	0.363249	0.731924
6723	0.261707	1.13907
6724	0.339334	0.707473
6725	0.716486	0.634528
6726	0.716486	0.634528
6727	0.716486	0.634528
6728	0.716486	0.634528
6729	0.716486	0.634528
6730	0.716486	0.634528
6731	0.716486	0.634528
6732	0.716486	0.634528
6733	0.716486	0.634528
6734	0.716486	0.634528
6735	0.716486	0.634528
6736	0.716486	0.634528
6737	0.648454	0.637355
6738	0.63796	0.725293
6739	0.317273	0.750097
6740	0.123209	1.1054
6741	0.123209	1.1054
6742	0.428181	1.17105
6743	0.850423	0.689324
6744	0.850423	0.689324
6745	0.850423	0.689324
6746	0.850423	0.689324
6747	0.647772	0.624331
6748	0.647772	0.624331
6749	0.647772	0.624331
6750	0.368558	0.861237
6751	0.368558	0.861237
6752	0.37396	0.626558
6753	0.542586	0.904908
6754	0.542586	0.904908
6755	0.65567	0.925254
6756	0.397187	0.852983
6757	0.855266	0.833332
6758	0.660461	0.795087
6759	0.660461	0.795087
6760	0.660461	0.795087
6761	0.687187	0.842732
6762	0.687187	0.842732
6763	0.687187	0.842732
6764	0.687187	0.842732
6765	0.687187	0.842732
6766	0.98311	0.546952
6767	0.98311	0.546952
6768	1.00117	0.58577
6769	1.00117	0.58577
6770	1.00117	0.58577
6771	1.00117	0.58577
6772	1.00117	0.58577
6773	1.00117	0.58577
6774	1.00117	0.58577
6775	1.00117	0.58577
6776	1.00117	0.58577
6777	1.00117	0.58577
6778	1.00117	0.58577
6779	1.00117	0.58577
6780	0.872084	0.602424
6781	0.872084	0.602424
6782	0.872084	0.602424
6783	0.872084	0.602424
6784	0.872084	0.602424
6785	0.872084	0.602424
6786	1.02958	0.527638
6787	1.02958	0.527638
6788	1.06553	0.426591
6789	1.127	0.742365
6790	1.05763	0.831626
6791	1.10864	0.506116
6792	1.10864	0.506116
6793	0.863565	0.518152
6794	0.863565	0.518152
6795	0.863565	0.518152
6796	0.863565	0.518152
6797	0.863565	0.518152
6798	0.863565	0.518152
6799	0.50259	0.767209
6800	0.455422	0.659738
6801	0.455422	0.659738
6802	0.455422	0.659738
6803	0.38911	0.584787
6804	0.38911	0.584787
6805	0.38911	0.584787
6806	0.0985806	0.849122
6807	0.0540273	0.982177
6808	0.128958	0.777696
6809	0.330961	1.08444
6810	0.330961	1.08444
6811	0.330961	1.08444
6812	0.232989	0.94307
6813	0.232989	0.94307
6814	0.522411	0.748449
6815	0.522411	0.748449
6816	0.51129	0.546659
6817	0.781077	0.825053
6818	0.696409	0.953407
6819	1.07898	0.59516
6820	1.07898	0.59516
6821	1.07898	0.59516
6822	1.07898	0.59516
6823	0.627801	0.629771
6824	0.511758	0.570904
6825	0.511758	0.570904
6826	0.993937	0.744539
6827	1.01454	0.412719
6828	0.992219	0.819953
6829	0.771145	0.702403
6830	0.771145	0.702403
6831	0.756675	0.492533
6832	0.611184	0.972975
6833	0.286317	0.681749
6834	0.286317	0.681749
6835	0.616845	1.13585
6836	0.614973	1.19129
6837	0.773069	1.18702
6838	0.773069	1.18702
6839	0.69989	1.14989
6840	0.69989	1.14989
6841	0.252174	1.10096
6842	0.252174	1.10096
6843	0.374658	0.717733
