x	y	z
3.52338	-2.22073	-3.34044
2.5786	-0.292659	-1.72244
2.29746	-1.94143	-2.39532
2.29746	-1.94143	-2.39532
2.29746	-1.94143	-2.39532
2.29746	-1.94143	-2.39532
3.62666	-2.26405	-2.3031
3.62666	-2.26405	-2.3031
3.62666	-2.26405	-2.3031
2.29603	-0.352643	-1.97521
1.66936	-1.90393	-2.87994
-0.306756	-2.29641	-1.28544
-0.19866	-1.85111	-2.05025
0.0600435	-0.890128	1.69621
1.82908	-1.8915	1.59878
1.82908	-1.8915	1.59878
0.669316	-0.796788	1.78962
0.949389	-0.101124	3.28847
0.949389	-0.101124	3.28847
0.949389	-0.101124	3.28847
0.949389	-0.101124	3.28847
0.949389	-0.101124	3.28847
0.153124	-0.863552	5.05502
-0.363746	-1.88114	5.06598
-0.363746	-1.88114	5.06598
0.518861	-1.73219	4.73832
1.67185	0.341653	2.77554
1.67185	0.341653	2.77554
1.67185	0.341653	2.77554
3.24745	1.29131	2.88539
0.781429	2.5282	2.45133
0.781429	2.5282	2.45133
-2.08897	1.75993	1.51266
-1.50762	3.32376	2.47433
0.0145015	1.43023	1.23983
0.0145015	1.43023	1.23983
0.0145015	1.43023	1.23983
0.0145015	1.43023	1.23983
-0.63141	-0.484989	1.72119
-0.63141	-0.484989	1.72119
-0.63141	-0.484989	1.72119
-0.63141	-0.484989	1.72119
-0.63141	-0.484989	1.72119
-0.63141	-0.484989	1.72119
0.398228	-1.67415	-0.795299
2.2477	-3.03938	2.34054
0.893155	-1.21585	2.56242
0.893155	-1.21585	2.56242
0.886396	-0.992	4.12664
-2.10703	0.448204	5.87575
-2.07653	-1.89248	6.32738
-2.07653	-1.89248	6.32738
-2.07653	-1.89248	6.32738
-5.02718	-3.04536	6.80122
-5.02718	-3.04536	6.80122
-6.3224	-1.11667	4.92972
-5.50372	-0.228003	4.07725
-5.50372	-0.228003	4.07725
-5.50372	-0.228003	4.07725
-4.61528	2.20561	4.67222
-4.61528	2.20561	4.67222
-2.4364	1.81664	6.25973
-4.35652	-0.657463	4.49397
-4.35652	-0.657463	4.49397
-3.58555	0.140709	2.45804
-2.02637	2.4463	0.871283
-2.01504	4.55488	0.966077
-2.20692	4.1563	0.88544
-2.20692	4.1563	0.88544
-2.20692	4.1563	0.88544
-2.56999	1.75495	2.20181
-2.19561	-0.94979	3.80239
-2.19561	-0.94979	3.80239
-2.19561	-0.94979	3.80239
-0.766993	-0.259902	1.36698
-0.766993	-0.259902	1.36698
-0.766993	-0.259902	1.36698
-0.766993	-0.259902	1.36698
-0.454822	1.41723	-3.58088
2.33247	-1.87106	-4.23676
5.06348	-2.7343	-5.18679
5.06348	-2.7343	-5.18679
2.08447	-2.8198	-3.69761
0.435299	-1.25017	-4.9397
0.808404	0.665756	-3.619
-1.19251	-0.195934	-5.57561
0.317909	-1.0618	-4.41566
0.317909	-1.0618	-4.41566
1.74351	1.50868	-1.12423
1.74351	1.50868	-1.12423
1.74351	1.50868	-1.12423
2.15905	1.68504	0.437849
3.32292	2.81456	2.21113
3.32292	2.81456	2.21113
3.32292	2.81456	2.21113
3.32292	2.81456	2.21113
3.11667	2.35566	3.47341
3.11667	2.35566	3.47341
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.21804	1.63345	2.06656
1.14311	0.107075	4.98606
-1.99199	1.00551	4.76751
